,KALCODE,Result,Average_Fuel_Price
1500,49060401,"[0, 2, 1]",1.3406074131360792
1501,49070000,"[2, 2, 2, 2, 0, 1]",1.358608043165185
1502,49080101,"[0, 0, 0, 1, 1, 0, 0, 2]",1.3195053107752839
1503,49080201,"[0, 0, 0, 2, 1, 0]",1.3174805180538087
1504,49090101,"[0, 2, 0, 1]",1.319101275878329
1505,49090301,"[0, 2, 1, 0]",1.368919255319149
1506,49100101,"[0, 1, 2]",1.331033689399227
1507,49110101,"[2, 1, 0, 2]",1.3655457556690953
1508,49120201,"[2, 0, 1]",1.3187104439385318
1509,49130201,"[1, 0, 2, 0]",1.3986266557857887
1510,50010101,"[2, 2, 0, 1, 0]",1.3750315087190368
1511,50020000,"[2, 0, 2, 2, 1, 2]",1.3302242081173303
1512,50030101,"[0, 0, 2, 1, 0, 0]",1.337513258090872
1513,50030201,"[2, 2, 0, 2, 2, 1]",1.4151581342434585
1514,50030301,"[2, 0, 2, 1, 2]",1.3035914466836975
1515,50040101,"[0, 0, 0, 2, 0, 1, 0]",1.3671839995794837
1516,50040201,"[1, 0, 2]",1.348187006802721
1517,50050101,"[0, 2, 2, 1, 2, 1, 2]",1.3253706474034201
1518,50050201,"[2, 0, 1, 1]",1.1816352833638024
1519,50050301,"[0, 0, 0, 1, 0, 2, 0]",1.3183193343898574
1520,51010000,"[1, 0, 0, 2, 2]",1.3234331615723705
1521,51020101,"[0, 1, 1, 2, 1]",1.297881802112744
1522,51020201,"[1, 2, 0]",1.2715216365066877
1523,51030000,"[1, 0]",1.3392205191470785
1524,51040201,"[2, 2, 2, 1, 0]",1.3172502528368022
1525,51050000,"[0, 1, 2]",1.3012883806505953
1526,52010101,"[0, 2, 1]",1.3577991873069895
1527,52010102,"[1, 0, 2]",1.3515668753557197
1528,52010201,"[1, 2, 0]",1.2118080808080807
1529,52060000,"[1, 0]",1.5306878194207836
1530,53010101,"[0, 1, 1, 2]",1.3746964263371895
