,KALCODE,neighbors
1084,12030401,"['12030403', '12060107', '12030402', '12030407', '12030401', '12030405', '12060113', '12060108', '12040207']"
1085,12030402,"['12030403', '12030406', '12030203', '12030402', '12030401', '12030405']"
1086,12030403,"['07030404', '12020204', '12030403', '12030406', '12030404', '12030402', '12030407', '12030401']"
1087,12030404,"['12020202', '12020204', '12030403', '12030404', '12020201', '12060111', '12030407']"
1088,12030405,"['12030203', '12030402', '12030401', '12030405', '12030202', '12060108', '12040207', '12040206']"
1089,12030406,"['07030404', '12030403', '12030406', '12030203', '12030402']"
1090,12030407,"['12030403', '12030404', '12060111', '12060107', '12030407', '12030401']"
1091,12040101,"['12040106', '12040104', '12040102', '12040201', '12040203', '12040107', '12040101', '12040204']"
1092,12040102,"['12040106', '12040104', '12040102', '12010104', '02050107', '12040107', '12040101']"
1093,12040103,"['12060104', '12060103', '12040103', '12040105', '12040104', '02050111', '02050107', '12040108', '12060105', '12060102']"
1094,12040104,"['12040103', '12040105', '12040104', '12040102', '02050107', '12040108', '12040107', '12040101']"
1095,12040105,"['12040103', '12040105', '12040104']"
1096,12040106,"['12040106', '12010103', '12010101', '12040102', '12010104', '12040205', '12040101', '12040204']"
1097,12040107,"['12040104', '12040102', '12040108', '12040203', '12040107', '12040101']"
1098,12040108,"['12040103', '12040104', '12040207', '12040206', '12040108', '12040203', '12060105', '12040107']"
1099,12040201,"['12030103', '12030105', '12040208', '12040202', '12040201', '12040203', '12040205', '12040101', '12040204']"
1100,12040202,"['12030103', '12030101', '12010602', '12040208', '12040202', '12040201', '12010601', '12010608', '12040205']"
1101,12040203,"['12040206', '12040208', '12040201', '12040108', '12040203', '12040107', '12040101']"
1102,12040204,"['12040106', '12010101', '12040201', '12040205', '12040101', '12040204']"
1103,12040205,"['12040106', '12010101', '12040202', '12040201', '12010608', '12040205', '12040204']"
1104,12040206,"['12030405', '12030202', '12040207', '12040206', '12040208', '12040108', '12040203']"
1105,12040207,"['12030401', '12030405', '12060108', '12040207', '12040206', '12040108', '12060105']"
1106,12040208,"['12030202', '12030105', '12040206', '12040208', '12040202', '12040201', '12040203']"
1107,12050101,"['12050104', '12050103', '12050109', '12050102', '12050101', '12050107', '12050108', '12050105', '12070504']"
1108,12050102,"['12050104', '12050202', '12050203', '12050102', '12050101', '12070103', '12070106', '12050105']"
1109,12050103,"['12050306', '12050104', '12050103', '12050106', '12050109', '12050101']"
1110,12050104,"['12010302', '12050306', '12050104', '12050202', '12050103', '12050102', '12050101', '12050302', '12050305']"
1111,12050105,"['12050102', '12050101', '12050108', '12070106', '12050105', '12070504', '12070101', '12070104', '12070501']"
1112,12050106,"['12050306', '12050103', '12050106', '12050109', '12070406', '12050107', '09010417', '09010402']"
1113,12050107,"['12050106', '12050109', '12050101', '12070406', '12050107', '12050108', '12070504', '12070506', '12070502', '12070505']"
1114,12050108,"['12050101', '12050107', '12050108', '12050105', '12070504']"
1115,12050109,"['12050103', '12050106', '12050109', '12050101', '12050107']"
1116,12050201,"['12010402', '12010302', '12050205', '12050201', '12050202', '12050203', '12050204', '12050206', '12070102']"
1117,12050202,"['12010302', '12050104', '12050201', '12050202', '12050203', '12050102']"
1118,12050203,"['12050201', '12050202', '12050203', '12070102', '12050102', '12070103']"
1119,12050204,"['12010402', '12010403', '12050201', '12010401', '12050204', '12050206', '12070101']"
1120,12050205,"['12010304', '12010402', '12010302', '12050205', '12050201', '12010301']"
1121,12050206,"['12050201', '12050204', '12050206', '12070102', '12070101']"
1122,12050301,"['12010304', '12010302', '07090603', '12050303', '09010411', '12050304', '12050301', '12010301', '12050302']"
1123,12050302,"['12010304', '12010302', '12050104', '09010411', '12050301', '12050302', '12050305']"
1124,12050303,"['07090701', '07090302', '07090603', '12030308', '12050303', '12030303', '12050304', '12050301']"
1125,12050304,"['12050303', '12030303', '12010607', '12050304', '12050301', '12010306', '12010301']"
1126,12050305,"['12050306', '12050104', '09010411', '12050302', '12050305', '09010407', '09010417']"
1127,12050306,"['12050306', '12050104', '12050103', '12050106', '12050305', '09010417']"
1128,12060101,"['12060107', '12060106', '12060110', '12060101', '12060114', '12060104', '12060103', '12060113', '12060108', '12060105']"
1129,12060102,"['12060104', '12040103', '12060105', '12060102']"
1130,12060103,"['12060101', '12060114', '12060104', '12060205', '12060103', '12040103', '02050105', '02050104', '02050111']"
1131,12060104,"['12060101', '12060104', '12060103', '12040103', '12060105', '12060102']"
1132,12060105,"['12060101', '12060104', '12040103', '12060108', '12040207', '12040108', '12060105', '12060102']"
1133,12060106,"['12060107', '12060112', '12020102', '12060106', '12060110', '12060206', '12060101', '12060204', '12060114']"
1134,12060107,"['12060111', '12060109', '12020101', '12060107', '12060112', '12020102', '12060106', '12060101', '12030407', '12030401', '12060113']"
1135,12060108,"['12060101', '12030401', '12030405', '12060113', '12060108', '12040207', '12060105']"
1136,12060109,"['12020103', '12060111', '12060109', '12020101', '12060107']"
1137,12060110,"['12060106', '12060110', '12060101', '12060204', '12060114']"
1138,12060111,"['12030404', '12020201', '12020103', '12060111', '12060109', '12060107', '12030407']"
1139,12060112,"['12060107', '12060112', '12020102', '12060106']"
1140,12060113,"['12060107', '12060101', '12030401', '12060113', '12060108']"
1141,12060114,"['12060106', '12060110', '12060101', '12060204', '12060114', '12060205', '12060103']"
1142,12060201,"['12060206', '12020403', '12060203', '12060204', '12020304', '12060201', '02050201', '12060205', '12060202', '02050207', '02050204']"
1143,12060202,"['12060201', '12060205', '12060202', '02050206', '02050204', '02050105']"
1144,12060203,"['12060206', '12060203', '12060204', '12060201']"
1145,12060204,"['12060106', '12060110', '12060206', '12060203', '12060204', '12060114', '12060201', '12060205']"
1146,12060205,"['12060204', '12060114', '12060201', '12060205', '12060202', '12060103', '02050206', '02050105']"
1147,12060206,"['12020102', '12060106', '12020402', '12060206', '12020403', '12060203', '12060204', '12060201']"
1148,12070101,"['12010101', '12010501', '12010401', '12050204', '12050206', '12070102', '12070103', '12070106', '12050105', '12070101', '12070104', '12070301', '12070302', '12070105', '12070501', '12070601']"
1149,12070102,"['12050201', '12050203', '12050206', '12070102', '12070103', '12070101']"
1150,12070103,"['12050203', '12070102', '12050102', '12070103', '12070106', '12070101']"
1151,12070104,"['12050105', '12070101', '12070104', '12070105', '12070501']"
1152,12070105,"['12070101', '12070104', '12070301', '12070105', '12070601']"
1153,12070106,"['12050102', '12070103', '12070106', '12050105', '12070101']"
1154,12070201,"['12070301', '12070601', '12070201']"
1155,12070301,"['12010102', '12010501', '12070101', '12010201', '12070301', '02030008', '12070302', '12070105', '12070601', '12070201']"
1156,12070302,"['12010501', '12070101', '12070301', '12070302']"
1157,12070401,"['09010412', '09010405', '12070406', '12070401', '12070402', '12070405', '12070408']"
1158,12070402,"['09010418', '09010405', '09010413', '12070401', '12070402', '12070408', '12070404', '09010502', '12070410', '09010504', '09010501']"
1159,12070403,"['12070407', '12070405', '12070409', '12070403']"
1160,12070404,"['12070402', '12070404', '09010502', '12070410']"
1161,12070405,"['12070406', '12070401', '12070407', '12070405', '12070403', '12070408']"
1162,12070406,"['12050106', '09010412', '12070406', '12070401', '12070407', '12070405', '12050107', '12070505', '09010402']"
1163,12070407,"['12070406', '12070407', '12070405', '12070505', '12070409', '12070403']"
1164,12070408,"['12070401', '12070402', '12070405', '12070408', '12070410']"
1165,12070409,"['12070407', '12070505', '12070409', '12070403']"
1166,12070410,"['12070402', '12070408', '12070404', '12070410']"
1167,12070501,"['12050105', '12070504', '12070101', '12070104', '12070503', '12070501', '12070601']"
1168,12070502,"['12050107', '12070506', '12070502', '12070505', '12070503']"
1169,12070503,"['12070504', '12070506', '12070502', '12070503', '12070501']"
1170,12070504,"['12050101', '12050107', '12050108', '12050105', '12070504', '12070506', '12070503', '12070501']"
1171,12070505,"['12070406', '12070407', '12050107', '12070502', '12070505', '12070409']"
1172,12070506,"['12050107', '12070504', '12070506', '12070502', '12070503']"
1173,12070601,"['12070101', '12070301', '12070105', '12070501', '12070601', '12070201']"
1174,13010101,"['13010401', '13010103', '13010107', '13010105', '13040102', '13010104', '13040108', '13010101', '13010202']"
1175,13010102,"['13010105', '13010102', '13010302', '13010106', '13010204', '13010202', '13010201']"
1176,13010103,"['13010402', '13010401', '13050103', '13020303', '13010103', '13010107', '13020301', '13010105', '13010101']"
1177,13010104,"['13040102', '13040101', '13040107', '13010104', '13040108', '13010101']"
1178,13010105,"['13010103', '13010107', '13010105', '13010102', '13010302', '13010301', '13010305', '13010101', '13010202']"
1179,13010106,"['13010102', '13010302', '13010305', '13010106', '13010204', '07090403']"
1180,13010107,"['13010103', '13010107', '13020301', '13020204', '13020201', '13010105', '13010301', '13010305', '13010101']"
1181,13010201,"['07060201', '13010203', '13010102', '13010204', '07090404', '07060204', '13040301', '13040306', '13040303', '13010202', '13010201']"
1182,13010202,"['13010105', '13010102', '13040301', '13040304', '13040108', '13010101', '13010202', '13010201']"
1183,13010203,"['07060201', '13010203', '07060203', '13040303', '13010201']"
1184,13010204,"['13010102', '13010106', '13010204', '07090404', '07090402', '07090403', '13010201']"
1185,13010301,"['13010107', '13020201', '13010105', '13010301', '13010305', '13010303', '13010304']"
1186,13010302,"['13010105', '13010102', '13010302', '13010305', '13010106']"
1187,13010303,"['13010301', '13010305', '13010303', '13010304']"
1188,13010304,"['13020201', '13010301', '13010305', '13010303', '13010304', '07090403', '07030302', '07030301', '13020205']"
1189,13010305,"['13010107', '13010105', '13010302', '13010301', '13010305', '13010106', '13010303', '13010304', '07090403']"
1190,13010401,"['13010402', '13010401', '13010103', '13010101']"
1191,13010402,"['13050101', '13050102', '13010402', '13010401', '13050103', '13010103']"
1192,13020101,"['13020105', '13020103', '13020101', '13020107', '13020302', '13020301']"
1193,20030103,"['20030114', '20030102', '20030134', '20030103', '20030108', '20030105']"
1194,20030104,"['20030132', '20030112', '20030129', '20030104', '20030137', '20030118', '20030107']"
1195,20030105,"['20030103', '20030108', '20030105', '20030139']"
1196,20030106,"['20030115', '20030142', '20030121', '20030106', '20030110', '20030127']"
1197,20030107,"['20030129', '20030104', '20030137', '20030118', '20030107', '20030141', '20030136', '20030128']"
1198,20030108,"['20030121', '20030134', '20030103', '20030127', '20030108', '20030105', '20030124', '20030139', '18080402']"
1199,20030109,"['20010108', '20010301', '20010103', '20030109', '20030203', '20030137', '20030138', '20030101']"
1200,20030110,"['20030115', '20030142', '20030106', '20030110', '20030113', '20030127', '20030117', '20030125']"
1201,20030111,"['20030101', '20030140', '20030128', '20030133', '20030111', '20030116']"
1202,20030112,"['20030130', '20020116', '20030132', '20030112', '20020117', '20030129', '20030104', '20030118', '20020114']"
1203,20030113,"['20030142', '20030123', '20030110', '20030113', '20030117', '20030125', '18050509', '18050519', '18050502']"
1204,20030114,"['20030128', '20030119', '20030114', '20030116', '20030121', '20030102', '20030134', '20030103']"
1205,20030115,"['20030136', '20030126', '20030135', '20030119', '20030115', '20030142', '20030121', '20030106', '20030110']"
1206,20030116,"['20030128', '20030133', '20030111', '20030114', '20030116', '20030131', '20030102']"
1207,20030117,"['20030110', '20030113', '20030127', '20030117', '20030125', '20030124']"
1208,20030118,"['20030112', '20020117', '20030129', '20030104', '20030118', '20030107', '20020114', '20030136', '20030126']"
1209,20030119,"['20030136', '20030126', '20030128', '20030119', '20030115', '20030114', '20030121']"
1210,20030120,"['20030125', '18050502', '20030120', '20030124', '18080501']"
1211,20030121,"['20030119', '20030115', '20030114', '20030121', '20030106', '20030134', '20030127', '20030108']"
1212,20030122,"['20010305', '20020111', '20010303', '20030122', '20010302', '20030130']"
1213,20030123,"['18050504', '18050507', '20030135', '20030142', '20030123', '18050505', '18050518', '20030113', '18050509']"
1214,20030124,"['20030127', '20030117', '20030125', '20030108', '20030120', '20030124', '18080501', '18080402']"
1215,24010802,"['24010302', '24010301', '24050102', '24050204', '24010802', '24010801', '24010601', '24050203', '24050201', '24050202']"
